,artistid,popular
119649,25738,39
119732,13025,41
119752,15172,252
119768,24495,33
119788,2524,796
119854,3296,252
119887,3049,5797
119923,8937,255
119942,338,3208
120028,2037,1150
120030,4824,169
120057,21509,201
120223,8147,97
120304,658,25425
120373,7189,1396
120430,6499,183
120443,2094,1849
120451,7160,1282
120461,2779,5140
120470,2346,16846
120503,45873,50
120515,1846,4186
120540,1650,1948
120559,1272,11787
120612,5956,40
120621,20300,262
120694,4193,444
120723,31089,434
120735,1906,13381
120743,17767,387
120750,11917,129
120882,2461,5866
120903,297,15665
120972,650,2198
121019,18623,40
121072,1552,6968
121101,7850,629
121102,10450,1230
121171,18213,355
121337,2647,360
121407,11517,107
121504,18,41772
121519,687,2283
121733,359,34971
121738,6485,292
121775,4843,1402
121803,418,4038
121817,69115,23
121899,385,1469
122062,569,4857
122070,2816,688
122074,4103,5814
122117,10268,516
122311,65,58745
122401,2545,1329
122446,10073,605
122460,2052,97
122491,2354,6478
122536,2400,4112
122614,3406,9718
122825,149,13658
122845,2497,2780
122846,10219,109
122868,3804,946
123078,23216,84
123128,1865,10492
123163,525,2787
123195,1996,636
123281,2953,1203
123314,144,23074
123329,27313,141
123383,9763,911
123422,1293,926
123458,8453,1063
123467,99,16295
123493,1271,3428
123506,7656,48
123523,26836,278
123611,7653,2183
123665,13842,421
123686,54995,18
123750,16289,245
123780,1702,4671
123815,14015,190
123904,760,3828
123932,2658,670
123974,27292,138
124014,797,392
124059,2021,10978
124065,12848,356
124115,3111,107
124129,421,6069
124149,35595,67
124164,4501,1043
124271,77,20647
124274,21844,50
124293,24,52949
124307,1478,2052
124340,19464,195
124375,6573,981
124392,6866,1522
124413,1208,33933
124414,201,8046
124446,22501,181
124497,2013,2236
124505,6223,306
124594,1482,204
124608,7821,243
124611,1425,13865
124698,2708,516
124757,44,52566
124772,5189,757
124808,1428,832
124854,779,6761
124919,46,9545
124943,5117,982
125008,1153,2912
125040,10987,270
125063,54756,29
125065,49798,2
125139,6789,146
125154,68,17821
125165,10524,128
125169,5978,1556
125175,3392,1543
125195,2251,10912
125196,22648,418
125203,7157,222
125204,5654,5797
125222,1090,6020
125226,3971,828
125240,1862,11395
125286,124,12328
125297,1816,1390
125362,57,28732
125398,9914,474
125432,1965,4279
125465,26114,84
125511,1804,9097
125519,21660,234
125574,3388,6009
125587,8951,238
125588,2232,315
125630,11433,2194
125698,6870,1537
125713,6588,1011
125730,20907,370
125737,203,4267
125755,6833,2560
125782,49807,8
125788,23532,74
125875,1813,395
125939,3385,2248
126023,16050,280
126068,3147,2184
126091,4089,135
126149,1848,3086
126176,85940,3
126265,123,30479
126287,10586,699
126296,5996,393
126306,111,6233
126392,6150,292
126452,419,9051
126565,3470,4647
126569,4525,1579
126628,2132,96
126632,6840,522
126688,1163,3009
126727,2483,4176
126788,171,4498
126918,2256,1859
126949,7829,985
126978,23530,115
126995,404,1850
127077,1196,5463
127110,27954,147
127115,20586,227
127121,28,25634
127135,748,22253
127223,5659,254
127269,2541,4596
127286,279,19704
127322,293,8850
127358,14186,824
127361,6932,1771
127364,55192,123
127401,3844,1324
127459,2981,346
127480,1386,2024
127518,9429,420
127533,12298,60
127556,2095,2348
127559,1033,7288
127571,13066,492
127607,4953,2453
127628,10729,336
127709,701,163
127728,7837,258
127743,4688,1799
127748,158,1188
127761,19095,32
127795,4773,1701
127828,8201,1010
127882,1123,13480
127901,434,7080
127950,25246,123
128087,13516,535
128089,6226,521
128157,1205,7426
128210,7223,725
128220,983,434
128247,3799,3323
128288,3809,4848
128317,1810,4090
128366,24710,46
128430,23624,264
128479,185,278
128556,2584,2062
128561,2644,1347
128683,4064,1656
128708,2287,4208
128731,2459,2017
128817,3670,4600
128838,343,3745
128843,6931,723
128888,11681,235
128916,2295,2335
128955,4732,538
128965,33034,55
128967,13483,232
128988,1464,4493
129024,566,3921
129048,11535,1004
129049,11716,340
129189,762,3533
129292,9212,380
129299,1172,865
129371,2179,1346
129436,3424,2878
129532,1128,1394
129572,121094,3
129605,2776,341
129748,122,3760
129778,1000,3537
129787,74374,34
129894,26397,231
129925,15709,233
129940,6468,1068
129972,1290,12788
129974,9388,1078
130072,4499,501
130200,1313,3748
130215,3007,298
130220,48662,19
130320,260,27571
130340,1152,8548
130425,9492,417
130470,30870,145
130480,2237,2217
130545,29829,64
130555,13285,129
130571,12086,467
130640,1092,3195
130699,12850,216
130721,348,21114
130747,1054,2317
130774,49280,50
130783,18555,598
130800,1365,13249
130918,5958,1928
130931,3543,9531
131021,1635,14205
131088,9826,80
131099,15379,83
131125,10922,58
131162,11686,191
131212,1265,20681
131271,2257,3893
131322,3178,1050
131326,7858,114
131475,42,2175
131514,27210,129
131543,277,11540
131545,92,56619
131568,350,16521
131598,3888,1793
131638,682,1410
131693,2396,4739
131772,974,15117
131773,3198,1840
131857,742,8461
131882,1479,22674
131896,19784,69
131983,16808,241
132022,117,95187
132042,1312,14861
132044,2097,896
132058,1807,27763
132059,3278,3951
132092,2851,2096
132117,3403,824
132121,2390,907
132158,6338,128
132160,10985,171
132166,3795,2518
132173,1157,10435
132323,448,8021
132339,13409,99
132381,1244,8254
132482,7016,311
132488,1189,13743
132551,2027,5469
132562,7089,2529
132591,10811,148
132707,627,14928
132737,7752,1429
132763,653,9195
132777,5656,511
132788,1028,1164
132830,1344,2006
132934,2750,907
132998,10582,2987
133050,9035,261
133240,6060,1324
133246,1916,7916
133286,8912,38
133391,11261,1080
133467,53616,45
133483,1168,4133
133489,3458,1324
133575,11306,433
133618,4296,66
133645,1241,24311
133719,2206,1132
133733,9008,458
133788,12906,408
133849,20409,123
133979,244,2843
134023,632,6529
134073,1972,5822
134099,2650,3505
134129,12396,431
134160,12,58218
134208,3044,1467
134212,23134,67
134240,3886,168
134260,7454,2249
134279,23737,115
134280,754,11493
134334,25418,230
134369,5289,4022
134371,3884,419
134387,29617,119
134425,7036,509
134452,4031,1150
134495,2939,4028
134559,7414,36
134796,4173,979
134915,6479,1547
134925,18003,249
134929,5193,987
134946,12880,163
135018,8877,1966
135028,89,8242
135031,5726,767
135182,16508,625
135310,4145,666
135327,29379,94
135367,3696,1003
135437,470,5874
135512,2061,56
135549,239,16889
135554,28276,116
135580,6030,128
135600,10692,911
135610,6013,545
135650,21289,204
135840,1214,6924
135849,1166,1742
135937,580,298
135944,5359,756
136006,30576,161
136030,5890,906
136058,2560,3226
136084,11771,1230
136148,7591,50
136187,409,5329
136191,9829,2224
136195,881,11900
136262,2716,1660
136323,6674,180
136389,150894,2
136585,30344,110
136588,303,1899
136595,437,7043
136597,900,3133
136676,5782,232
136762,2801,8929
136772,31099,20
136863,84,11663
136900,2265,2762
136982,2410,4397
136999,7992,912
137009,138,10661
137043,1502,1323
137083,11417,292
137130,6155,90
137216,2196,5294
137335,6372,354
137361,1067,7642
137513,45051,72
137553,400,831
137618,2275,3319
137806,13461,476
137839,884,54971
137851,6874,1181
137910,27861,47
137938,2580,626
137958,33487,45
138003,17105,240
138075,307,10211
138106,2989,3289
138135,13713,860
138187,3043,4044
138236,403,2686
138243,1285,5934
138285,6530,628
138303,48915,17
138372,44644,63
138388,11251,751
138522,3032,107
138658,5994,1006
138725,638,26542
138763,454,4179
138791,6865,218
138796,663,9136
138798,3537,645
138801,14673,244
138805,10102,465
138848,33053,48
138858,5121,1134
139059,3390,335
139138,2349,3682
139147,2652,3477
139179,4446,2593
139202,2864,459
139221,3842,2975
139253,8537,209
139265,19661,321
139285,3371,1579
139290,2863,1927
139354,64244,16
139379,3885,232
139422,168845,1
139439,15939,45
139547,3418,5760
139557,917,2828
139632,9430,111
139678,22009,295
139733,4155,752
139734,36936,241
139774,281,4473
139786,5461,805
139804,1752,565
139830,13036,433
139998,4482,140
140075,1363,29962
140085,5901,5245
140116,647,13418
140156,469,4868
140226,7800,270
140247,11095,502
140272,1624,23044
140339,1725,10305
140525,15429,111
140536,2218,12865
140600,33111,44
140663,19065,187
140708,2134,36540
140712,3434,4608
140713,6173,835
140725,26911,95
140758,11921,565
140760,64773,16
140761,47892,78
140811,6984,399
140895,1680,9208
140961,125,1893
141009,5220,4
141045,1280,5049
141051,92280,38
141082,1876,911
141086,697,3573
141087,3446,761
141158,2558,3914
141199,38169,111
141282,3453,1473
141292,9808,940
141381,4679,3439
141394,1718,610
141397,17624,55
141422,9468,401
141446,2184,18287
141454,9828,152
141458,37,35242
141466,6494,308
141545,41828,49
141592,3674,502
141635,3743,2917
141681,15803,36
141720,10125,445
141768,3954,546
141821,15839,86
141872,16733,256
141930,649,20181
141934,5842,307
142006,3397,498
142145,4292,790
142156,20576,70
142262,5354,2254
142269,42397,18
142274,6456,45
142278,13291,87
142300,133,6610
142377,5593,161
142418,2486,2604
142419,3244,2610
142429,43428,12
142435,26837,59
142512,9155,1734
142516,12961,195
142624,4181,5119
142694,4349,919
142695,20007,202
142713,26038,192
142734,1633,10336
142805,15590,117
142843,54,17512
142912,6951,305
142919,1803,12654
142933,1771,21
142958,1317,424
142987,31252,41
143009,2993,1833
143032,722,3161
143052,5982,4170
143133,25809,93
143147,3564,2541
143160,349,24538
143179,129667,7
143265,266,2986
143348,28250,24
143360,9491,510
143370,11422,432
143484,3863,1401
143492,23638,43
143543,7274,252
143575,10895,99
143596,15589,179
143599,4320,2122
143636,1486,18440
143725,6253,842
143896,899,5206
143976,393,7276
144050,1707,7446
144052,2183,3146
144093,6477,2017
144157,26237,132
144174,25059,271
144364,678,1687
144386,2828,3663
144418,1833,2415
144476,3430,2567
144484,23562,164
144501,1477,13473
144505,127,5822
144525,2859,752
144606,1555,7503
144634,143584,6
144654,2,71270
144725,2582,4024
144729,1518,8622
144750,3,74359
144774,4317,504
144782,8098,150
144969,17104,125
144978,13695,1120
144985,23009,280
145047,5,30799
145124,8067,19
145149,23261,161
145174,816,129
145194,12986,1680
145219,59890,72
145297,4242,73
145395,7614,252
145407,7724,213
145422,9595,58
145467,19981,375
145487,6489,574
145496,28662,56
145508,17934,170
145525,1405,2237
145622,3378,735
145710,27461,18
145776,1536,8857
145789,1440,1297
145800,17,64445
145819,3850,812
145839,6995,56
145871,4909,770
145897,12879,259
145928,6366,2083
145958,3261,2984
145985,6271,1399
146023,10356,600
146029,3421,2653
146092,31236,165
146100,79055,7
146101,1182,19140
146158,103429,5
146172,5769,182
146183,1570,3745
146210,49842,73
146216,16732,67
146233,932,1725
146309,1229,9932
146327,49,18189
146333,12979,303
146348,2281,4015
146352,3457,7579
146378,1288,9357
146511,19245,42
146529,2788,4405
146543,4672,4421
146652,2995,68
146725,4531,797
146729,24642,245
146731,1266,3024
146739,6936,960
146788,15880,549
146846,40535,23
146867,22914,308
146879,8245,161
146897,23726,259
146943,55796,3
147078,11008,1094
147165,11114,192
147210,2426,2734
147322,12110,160
147356,9192,568
147454,20244,280
147535,31680,58
147632,7666,255
147724,21680,197
147759,50338,5
147841,11007,486
147846,323,1852
147856,10916,92
147873,1626,10536
147883,4591,369
147892,1625,4273
147994,3238,10079
147995,13589,315
148022,1719,8033
148100,21385,253
148102,7874,452
148148,1579,5225
148154,8246,459
148167,4439,425
148184,8640,1871
148194,14099,83
148284,1228,1128
148313,969,9176
148359,29536,100
148388,1794,689
148419,5594,772
148453,3125,1613
148465,18231,235
148499,8314,2099
148555,4840,1202
148558,34466,83
148560,2178,10091
148563,21578,199
148584,5428,2036
148594,288,11757
148608,18157,273
148629,16112,295
148641,2189,605
148681,20865,141
148757,5678,673
148825,37747,15
148930,13871,182
149004,7090,405
149020,24756,91
149022,1103,19323
149052,3165,6684
149092,1381,10662
149178,1520,13396
149200,10988,521
149221,1350,14925
149348,43531,16
149392,5792,622
149397,12675,1049
149402,62635,85
149417,1398,8617
149426,588,441
149481,9069,993
149524,2873,3391
149570,13303,777
149604,262,13530
149607,9753,339
149671,98,31231
149780,20521,19
149794,6314,1246
149799,13583,52
149820,28655,93
149826,28949,42
149831,21022,75
149841,20696,142
149886,924,30783
149906,9298,357
149946,14436,658
150099,1617,1446
150102,902,1186
150138,9896,1249
150142,386,3047
150302,14668,204
150327,8836,1987
150367,22422,757
150391,6132,1353
150473,16635,385
150502,1226,17712
150518,18733,189
150523,7652,1495
150581,3227,266
150714,1836,7347
150747,157,1769
150793,3834,1501
150800,10126,773
150810,1971,2564
150812,41624,23
150827,857,7028
150836,8717,3164
150943,39420,221
151057,485,1030
151158,63,48045
151159,22765,178
151245,7260,82
151271,14517,103
151292,66629,61
151357,473,2648
151405,926,4370
151426,9903,1083
151572,5717,79
151666,863,8328
151707,6575,914
151742,26995,103
151743,30034,110
151744,3707,1751
151783,1911,2830
151826,2173,7749
151864,8269,222
151938,11759,451
151955,56665,45
152037,1186,3386
152053,35482,35
152139,1045,18496
152239,3142,1154
152296,4719,1953
152298,5918,602
152335,19408,66
152405,16760,1101
152509,1352,3503
152677,1349,1903
152768,4859,2559
152820,21353,77
152954,15294,520
153018,845,1118
153037,3312,2397
153040,2233,4369
153108,26466,72
153462,401,4560
153479,4697,746
153486,24283,117
153493,2664,440
153504,20076,35
153637,72059,9
153649,3621,645
153664,29955,81
153717,192,5631
153766,5952,3063
153775,10703,1809
153804,32290,109
153809,32250,25
153901,1289,9436
153941,4281,3676
153944,4662,5740
154043,2379,2862
154075,3005,3769
154104,2795,1456
154125,32111,154
154164,240,9203
154384,8438,5602
154389,37955,30
154419,1010,15875
154424,1798,1172
154436,37233,103
154548,17098,99
154574,1936,5977
154692,10906,333
154784,2951,3076
154796,1297,38916
154802,114,6642
154824,21161,152
154884,42030,56
154912,1283,21786
155053,4743,2123
155130,16275,31
155131,7750,1031
155174,5146,1358
155181,3869,7044
155205,4052,806
155259,962,1975
155334,376,3024
155351,15006,81
155421,4228,258
155437,20986,116
155476,31,4197
155514,20072,133
155558,3260,250
155590,5260,899
155703,3950,90
155760,6769,1341
155780,1376,1808
155860,1371,9433
156125,12085,214
156148,13046,560
156167,1987,482
156169,13250,1268
156250,37070,27
156260,461,6742
156308,14621,386
156320,1648,3944
156376,866,5393
156398,16398,425
156447,61278,65
156504,633,21906
156514,15585,109
156708,21950,327
156914,97,4611
156916,10848,375
156928,9509,279
156949,47702,59
156950,2868,394
156995,9041,415
157007,3489,641
157030,2424,224
157197,10057,447
157244,12405,76
157359,9274,182
157492,22465,56
157495,22265,10
157600,42097,54
157685,2919,5889
157720,65057,67
157724,4618,1856
157725,1364,28894
157765,96,10997
157834,7296,327
157837,215,2137
158022,2479,553
158050,2212,8278
158181,202,5454
158194,5065,2907
158223,4071,2744
158385,145,43228
158405,253,8769
158419,1980,947
158421,2724,969
158435,11156,127
158531,280,32404
158601,23738,108
158745,2923,10628
158771,1460,3358
158809,1628,7030
158852,14924,203
158904,142,9248
158940,23179,361
158953,11594,461
158960,11,26219
159017,128,5102
159059,914,1713
159064,3116,1446
159096,4753,2777
159104,2202,1255
159137,3047,312
159161,8927,512
159174,5156,301
159204,852,23841
159244,6242,1198
159277,23636,274
159311,11918,482
159379,2732,1466
159413,3014,1496
159431,41,24510
159511,16545,361
159546,1212,26452
159560,493,4366
159566,3168,2666
159618,1197,13142
159692,17618,124
159722,8486,139
159790,7794,361
159807,6921,264
159845,10580,2413
159907,999,1444
159910,998,5480
159958,12053,475
159984,2261,2918
160058,12579,531
160110,1998,1238
160118,3461,5663
160151,2102,9738
160244,20336,58
160257,2984,1580
160262,2266,2397
160331,2862,2124
160398,22351,135
160553,11619,356
160589,67197,1
160762,44652,159
160808,5767,3000
160854,2745,919
160914,20912,238
160939,2480,6331
160951,38196,25
160967,36608,25
160987,2893,2956
161062,10818,724
161079,12324,239
161113,71329,48
161137,2226,2963
161154,3030,755
161329,29866,267
161443,352,2591
161481,1951,1552
161482,1007,6568
161565,5740,129
161614,12918,95
161645,12099,69
161668,6063,678
161670,39,437
161705,8196,2391
161773,255,37840
161879,163,5851
161976,20459,261
161995,478,8293
162004,3816,2389
162028,3442,1215
162030,1796,6971
162062,5451,1194
162106,1176,15996
162182,5770,330
162192,2110,5726
162335,9775,1489
162371,2442,3201
162372,431,6509
162434,20795,691
162485,1110,7719
162529,6600,1538
162546,11133,146
162578,413,16935
162600,7052,924
162660,1224,10913
162688,1198,4794
162716,2566,1219
162743,22418,198
162823,855,2653
162836,5053,739
162850,7906,260
162855,1125,8529
162875,5107,198
162933,1867,4571
162968,18236,225
163071,1634,2481
163075,3533,2074
163089,3157,115
163144,7808,388
163151,15168,143
163160,8993,1550
163163,37044,79
163173,135,4337
163200,1002,23193
163218,111628,2
163305,1237,16140
163419,3133,1933
163451,2827,3242
163454,5175,2338
163465,3678,3795
163504,4856,1290
163526,24842,54
163601,34941,45
163627,10210,314
163631,14530,295
163644,13295,76
163648,1473,4228
163675,1262,3133
163684,16551,466
163779,23280,346
163883,22649,86
163886,11149,652
163942,36046,40
163994,619,713
164007,8258,461
164010,3267,546
164017,629,6983
164021,34092,94
164090,9913,1032
164199,20415,704
164261,372,2450
164264,2127,1037
164268,3155,547
164336,80173,5
164466,1534,16318
164468,14715,693
164494,12922,254
164600,28152,106
164663,159,15359
164711,2790,3762
164834,209,2137
164960,5628,292
165021,15211,110
165026,11702,290
165027,12545,257
165034,8981,274
165047,118,23720
165060,93,68522
165081,2324,2806
165086,1497,12485
165132,1953,6699
165136,1561,2468
165140,12160,613
165157,3786,148
165257,1210,8658
165304,26719,57
165345,54860,11
165361,7033,1717
165362,1311,4175
165364,2267,1860
165378,16708,156
165384,6203,2384
165463,3363,225
165494,2861,4928
165574,925,2569
165702,337,20157
165793,13552,48
165827,7082,1155
165841,15134,115
165874,2120,10775
166015,10295,650
166029,2025,138
166032,8298,312
166079,4016,3037
166157,75,5017
166167,15262,151
166174,4974,1866
166314,640,2257
166325,859,3483
166384,14734,592
166400,2791,1716
166413,5020,210
166435,412,6669
166448,12329,80
166461,232,2909
166470,3029,606
166530,3601,3148
166536,25243,17
166553,22892,115
166557,9140,1479
166580,2149,1247
166600,16058,233
166614,1180,3887
166663,1678,1371
166748,1113,4296
166775,1035,1068
166803,2922,1889
166851,30564,50
166859,9059,2859
166886,391,6339
166931,6981,462
166935,72958,16
166942,2619,1589
166977,3810,1677
166979,103731,11
167041,5522,2514
167108,4825,630
167196,1869,1788
167205,13892,418
167248,41608,70
167274,11413,310
167325,15811,336
167334,1393,1836
167356,1273,10085
167434,39415,40
167448,165400,1
167522,194,6874
167564,1086,5048
167609,22690,24
167638,15177,80
167663,26721,335
167723,28154,224
167724,388,6932
167754,26718,61
167756,2099,3401
167814,426,21111
167831,6570,1473
167893,2376,697
167940,5626,552
168008,3727,1324
168019,1410,1819
168062,15227,615
168161,1666,2577
168201,1314,8148
168246,11063,126
168282,2268,3191
168304,16638,121
168369,2879,3322
168422,655,26610
168439,207,4060
168473,55437,18
168476,1042,4452
168478,237,34580
168497,1342,12335
168519,6699,645
168636,1170,2927
168666,14888,250
168748,20412,148
168772,294,11004
168780,3090,1416
168880,11150,472
168999,6285,902
169114,10735,461
169159,10968,1212
169206,501,18121
169222,896,7939
169246,15101,138
169257,8386,701
169258,1167,569
169267,7002,438
169341,1137,159
169380,10302,341
169404,711,880
169412,20495,173
169422,36380,58
169570,3853,1249
169658,825,938
169665,10275,284
169691,1029,6205
169732,5067,2254
169741,9822,255
169780,10478,608
169791,22496,207
169826,26081,36
169855,3873,2041
169874,1671,1771
169879,7857,3450
169929,9841,184
169955,10782,56
169964,17616,761
169976,15994,69
170007,54455,21
170018,10936,287
170022,10424,685
170063,14857,1621
170125,10817,449
170176,7018,3746
170187,9978,1783
170188,7115,1491
170204,724,8971
170228,4217,276
170237,4870,775
170289,3323,8103
170487,20367,99
170498,1336,273
170507,1325,2914
170516,1793,1165
170533,14119,76
170548,7159,3042
170557,8817,328
170587,19309,193
170627,664,8592
170677,358,5279
170729,8182,518
170818,3555,3722
170882,4710,306
170887,1239,10602
170950,246,30934
171058,7,30321
171271,1159,2849
171305,15823,186
171458,3513,7489
171640,1332,16478
171692,9624,1778
171740,6920,301
171777,6557,1888
171870,3425,3961
172103,143,3858
172139,3084,3279
172225,2105,3045
172266,12178,2157
172319,8406,476
172345,5485,1037
172364,7126,1903
172374,4698,55
172411,80390,16
172415,5298,297
172476,2169,3827
172487,1769,1043
172523,25902,247
172588,6869,133
172593,130,60831
172609,25381,317
172639,9150,772
172642,347,2928
172670,2448,613
172796,3828,1231
172822,3970,380
172834,256,7219
172850,4154,3143
172909,9159,567
173043,849,9653
173054,3593,1704
173066,11280,410
173115,3460,134
173180,1568,768
173262,28002,66
173263,5142,197
173345,3745,1579
173372,14579,376
173382,11398,721
173403,12108,468
173432,4676,1401
173453,7907,1621
173549,5818,5302
173622,8715,920
173648,5405,1055
173770,115,28765
173818,10213,1344
173847,370,8347
173997,1488,3186
174003,3627,1831
174202,12977,159
174263,3868,335
174299,761,2137
174368,1409,1970
174428,24517,103
174456,8153,846
174502,9405,1375
174562,1057,1340
174570,3199,383
174574,31268,101
174665,14108,600
174672,6141,712
174678,1969,6555
174770,2572,693
174792,4854,1255
174817,165912,4
174841,18343,240
174870,14958,145
174878,13659,402
174917,6355,2230
174945,219,1402
175045,8177,144
175061,17253,170
175085,27020,50
175108,3507,466
175137,10819,93
175163,17646,188
175231,1269,73016
175389,157998,11
175401,20182,72
175423,11782,197
175435,21468,166
175454,15646,234
175467,21213,123
175482,9065,1765
175499,364,6429
175722,5484,580
175798,486,889
175826,2684,4817
175854,41303,93
175900,11135,365
175964,20268,200
175988,27474,58
176024,6496,3047
176033,2760,2683
176046,50,123040
176062,3874,261
176063,1485,2270
176073,18834,192
176080,3411,2346
176128,186,11523
176352,22835,461
176415,4360,6269
176454,9201,356
176519,5251,2779
176532,834,2107
176547,1554,1459
176601,10954,62
176608,1765,1735
176652,235,88814
176704,23447,131
176713,14394,69
176730,7144,478
176782,6875,354
176783,1746,1124
176836,5841,1749
176882,4054,645
176989,9433,173
177056,222,724
177060,2129,691
177066,22259,50
177067,5590,374
177151,268,20486
177239,1021,904
177280,17092,51
177324,1754,303
177353,34274,72
177356,18164,156
177359,2579,1112
177415,9955,77
177454,9582,228
177467,61134,12
177480,1435,799
177482,11982,143
177539,1614,5079
177553,7175,130
177563,12164,350
177564,3802,2569
177660,8472,203
177763,1191,30787
177844,35798,53
177963,5894,529
178059,24956,90
178072,12942,1003
178152,25213,57
178270,4976,1030
178310,3789,801
178333,52454,22
178334,1422,1456
178442,22519,875
178492,883,1796
178536,47209,44
178555,7027,1519
178680,3825,2824
178749,2412,1809
178754,4572,976
178791,7741,158
178859,1389,12376
